Battery Voltage (V),Power (W),Humidity (%rel),Epoch Time,Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Latitude (deg),Longitude (deg),f,df,a1,b1,a2,b2,varianceDensity,direction,directionalSpread,Wind Speed (m/s),Wind Direction (deg),Surface Temperature (°C),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg),Mean Barometric Pressure (hPa),Processing Source
4.01,0.01,83.2,1746706200,0.46,5.689,2.774,58.63,60.158,60.488,59.756,12.59105,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.142717;-0.106549;-0.076246;-0.211144;-0.151515;-0.117302;-0.202346;-0.215054;-0.135875;-0.076246;-0.209189;-0.26393;-0.280547;-0.292278;-0.320626;-0.383187;-0.323558;-0.252199;-0.355816;-0.441838;-0.43695;-0.395894;-0.477028;-0.54741;-0.539589;-0.546432;-0.507331;-0.511241;-0.502444;-0.548387;-0.524927;-0.487781;-0.515151;-0.527859;-0.520039;-0.477028;-0.411535;-0.41349;-0.186706,-0.120235;-0.057673;0.043011;0.049853;-0.066471;-0.103617;-0.106549;-0.074291;-0.127077;-0.12219;-0.117302;-0.172043;-0.205279;-0.202346;-0.170088;-0.233627;-0.316716;-0.289345;-0.181818;-0.260997;-0.268817;-0.256109;-0.213099;-0.236559;-0.195503;-0.146628;-0.205279;-0.27957;-0.300098;-0.333333;-0.42522;-0.503421;-0.309873;-0.31476;-0.249267;-0.280547;-0.229717;-0.176931;-0.060606,0.150538;0.035191;-0.034213;0.099707;0.194526;0.280547;0.172043;0.173021;0.194526;0.086999;0.15738;0.16911;0.155425;0.14565;0.131965;0.032258;-0.025415;-0.16911;0.068426;0.054741;0.057674;-0.018573;-0.033236;0.106549;0.191593;0.218964;0.081134;-0.050831;-0.017595;0.029326;-0.026393;-0.134897;0.060606;0.11828;0.217009;0.276637;0.219941;0.335288;0.358749,0.238514;0.113392;0.060606;0.047898;0.243402;0.214076;0.318671;0.186706;0.120235;0.173998;0.27566;0.384164;0.368524;0.233627;0.220919;0.229717;0.179863;0.138807;0.065494;0.260997;0.289345;0.146628;0.180841;0.30303;0.087977;0.013685;0.14174;0.203324;0.187683;0.268817;0.315738;0.397849;0.216031;0.347996;0.231672;0.28739;0.268817;0.286413;0.243402,0.0055009279999999995;0.006251520000000001;0.005251072;0.004501504;0.003750912;0.002500608;0.0027504639999999998;0.0055009279999999995;0.005751808;0.005001216;0.008252416;0.011252736000000001;0.016253952000000002;0.028257280000000003;0.041759744;0.052262911999999995;0.044260351999999996;0.02975744;0.025505792000000003;0.024255488000000002;0.02350592;0.02175488;0.024756223999999997;0.029507584000000003;0.024506367999999997;0.022505472000000002;0.026506239999999997;0.032258048000000004;0.031507456;0.036508672;0.033258496;0.02975744;0.03275776;0.032507904000000004;0.025505792000000003;0.026506239999999997;0.018003968000000002;0.020254719999999997;0.00775168,49.886818450067665;61.57413748422738;119.42770489018045;103.28475224939382;66.3125043521278;48.54470243704958;62.23012875209264;70.94238637030224;46.916320428908875;31.963974232417854;60.71862357192083;56.901645736672435;53.80669861161414;55.30488724339841;62.05462025949868;58.62956835691699;45.612242263049666;41.076070379900386;62.93347525991737;59.42933686786057;58.39966074499512;57.10064424809178;65.92862391279289;66.62878641783254;70.08361849202254;74.97926323947047;67.97049440060442;61.328140847944155;59.15111983125763;58.70698194712713;50.99060760423322;44.09601510641676;58.97230136177677;59.19256207334155;64.39049718341425;59.53960463964472;60.82994017307976;66.83407849659221;72.01622751559671,73.07790879068548;75.96148328912615;77.40060368180427;71.70220312078307;74.0223113880851;74.41781090803138;71.1629043047502;71.21639753555438;73.10370334761689;74.96656295415151;70.64674854999397;67.06043912229853;65.44626620901334;65.0509720439986;64.67332784529364;60.15830136795875;59.94091914684586;63.604549723978245;62.78643480222774;56.536339465212755;56.54496049019915;58.90539317923238;55.99399366068573;51.481012407595465;52.891522749820425;53.395059461785564;54.51909131671333;52.34406228321271;52.183686295727696;48.4989747916477;46.1546205127913;44.30909751151253;51.172088523883474;50.304237227946224;52.71879221846378;54.14922651524203;58.916795754074094;60.105764014184146;72.64163785045139,7.60,80.00,28.54,-,-,-,-,-,-,-,-,-,-,-,-,1011.4,embedded
4.01,0.01,83.2,1746704400,-,-,-,-,-,-,-,12.5910333,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.01,-0.14,83.2,1746699000,0.442,5.689,2.78,56.585,62.982,56.928,62.093,12.59105,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,0.037146;0.091887;-0.047898;-0.02737;-0.062561;-0.074291;-0.114369;-0.166178;-0.179863;-0.254154;-0.241447;-0.269795;-0.227761;-0.189638;-0.221896;-0.330401;-0.243402;-0.174976;-0.256109;-0.354839;-0.338221;-0.351906;-0.4174;-0.463343;-0.464321;-0.501466;-0.521994;-0.483871;-0.477028;-0.476051;-0.478006;-0.486804;-0.488759;-0.464321;-0.486804;-0.478006;-0.40176;-0.362659;-0.16129,0.078201;0.051808;0.030303;-0.041056;-0.039101;-0.079179;-0.066471;-0.053763;-0.024438;-0.072336;-0.063539;-0.13392;-0.226784;-0.186706;-0.097752;-0.217986;-0.30694;-0.217986;-0.236559;-0.251222;-0.215054;-0.274682;-0.297165;-0.266862;-0.244379;-0.233627;-0.1652;-0.268817;-0.320626;-0.424242;-0.408602;-0.343108;-0.358749;-0.354839;-0.31085;-0.277615;-0.189638;-0.16129;-0.057673,0.070381;0.074291;0.12219;-0.004888;0.053763;0.200391;0.245357;0.167155;0.377322;0.455523;0.245357;0.170088;0.077224;0.052786;0.184751;0.119257;0.050831;-0.00782;0.021505;0.116325;0.022483;0.073314;0.11828;0.041056;0.108504;0;0.080156;-0.006843;-0.050831;-0.073314;0;0.127077;0.033236;0.036168;0.269795;0.238514;0.31085;0.44086;0.395894,0.530792;0.513196;0.500489;0.389052;0.232649;0.204301;0.229717;0.313783;0.195503;0.191593;0.402737;0.359726;0.469208;0.490714;0.386119;0.400782;0.284457;0.100684;0.135875;0.181818;0.120235;0.11437;0.193548;0.101662;0.096774;0.164223;0.102639;0.197458;0.179863;0.294233;0.292278;0.203324;0.31085;0.348974;0.30694;0.309873;0.326491;0.302053;0.316716,0.001750016;0.0032511999999999997;0.004250624;0.004501504;0.0027504639999999998;0.002250752;0.002500608;0.003750912;0.00300032;0.0032511999999999997;0.0055009279999999995;0.014753792000000002;0.025006080000000003;0.033508352;0.047261696000000006;0.051262464;0.044511232;0.032507904000000004;0.029256703999999998;0.024255488000000002;0.018504704;0.020755456;0.016503808000000002;0.01875456;0.021005312;0.021005312;0.02200576;0.02350592;0.024756223999999997;0.02975744;0.038509568;0.03425792;0.030507008;0.024756223999999997;0.02200576;0.022505472000000002;0.019505151999999998;0.016253952000000002;0.007501824,205.4080319508223;240.58469813527864;122.31977341628635;33.68942342026776;57.99436982486577;43.17575338312258;59.83494418425687;72.07222711623524;82.26259832880203;74.11286037255746;75.25636707963503;63.601261029650004;45.12315148198695;45.446367756293;66.2250356116325;56.58469156741273;38.41425393670431;38.75379476779267;47.27241287116544;54.70193775247793;57.550220403756214;52.02600253673984;54.55130194098291;60.06024584160713;62.241505170917264;65.01975252452235;72.43852816951778;60.9454160085009;56.09367147239618;48.29355747679409;49.47600684891461;54.823147110127536;53.7213390230869;52.61255636797296;57.43962447229143;59.852955785723054;64.731840447188;66.0232350497306;70.32430547846087,77.44155937413909;76.635714148134;78.69867488277352;79.0040946877333;77.98226656043869;76.50328903552138;75.47911620800491;73.61299277370568;73.30655866307823;69.50299142482281;70.18826554711761;67.73494852267592;66.74834896022503;69.41432894734166;70.52394697322053;62.9820229149302;63.195167268008525;68.77758810571223;65.395392995579;60.918752716519066;62.72245779531832;60.2877461809403;56.58220814854898;55.2719823785419;55.862370648979784;54.16087270644179;54.5056386213104;54.14202990664397;52.83859611407263;48.775065319911015;49.364599204855146;51.5300293284502;50.84245012434167;52.23766285991019;52.66312933358751;54.187714243265575;60.404668180363565;62.92589330742771;73.7630104799947,7.60,68.57,28.60,-,-,-,-,-,-,-,-,-,-,-,-,1011,embedded
4.01,-0.14,83.2,1746697200,-,-,-,-,-,-,-,12.5910500,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.01,-0.15,82.4,1746691800,0.424,5.689,2.828,58.903,64.843,58.691,60.495,12.59110,-81.68792,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.043011;-0.106549;-0.124145;-0.094819;-0.099707;-0.093842;-0.112414;-0.190616;-0.258064;-0.253177;-0.235582;-0.216031;-0.262952;-0.277615;-0.328446;-0.307918;-0.406647;-0.30303;-0.379277;-0.381232;-0.479961;-0.45259;-0.470186;-0.527859;-0.565005;-0.541544;-0.541544;-0.498534;-0.482893;-0.491691;-0.489736;-0.44477;-0.501466;-0.516129;-0.545455;-0.474096;-0.398827;-0.330401;-0.172043,0.043988;-0.046921;-0.088954;-0.021505;-0.078201;0.01564;0.038123;-0.052786;-0.021505;-0.033236;-0.098729;-0.123167;-0.232649;-0.208211;-0.16129;-0.185728;-0.231672;-0.242424;-0.232649;-0.257087;-0.216031;-0.229717;-0.194526;-0.174976;-0.218964;-0.204301;-0.270772;-0.325513;-0.366569;-0.337243;-0.30303;-0.424242;-0.388074;-0.347996;-0.268817;-0.256109;-0.27175;-0.240469;-0.093842,-0.331378;-0.16911;-0.14956;-0.188661;-0.181818;0.018573;0.152493;0.184751;0.152493;0.206256;0.136852;0.036168;-0.060606;-0.060606;0.063539;0.042033;0.088954;-0.00391;-0.035191;0.005865;0.002933;-0.120235;-0.045943;0.113392;0.063539;0.192571;0.068426;0.00391;-0.083089;-0.095797;-0.000978;-0.097752;0.061584;0.175953;0.29521;0.187683;0.14174;0.214076;0.234604,0.101662;0.030303;0.244379;0.358749;0.302053;0.143695;0.109482;0.158358;0.183773;-0.016618;0.28739;0.314761;0.324536;0.397849;0.434995;0.294233;0.331378;0.13392;0.189638;0.205279;0.127077;0.052786;0.064516;0.017595;0.136852;0.001955;0.086022;0.128055;0.092864;0.071359;0.037146;0.216031;0.262952;0.227762;0.347996;0.252199;0.232649;0.191593;0.255132,0.002000896;0.006251520000000001;0.0060016639999999994;0.004501504;0.003750912;0.001250304;0.000750592;0.0027504639999999998;0.004250624;0.0060016639999999994;0.0070021120000000004;0.01575424;0.029256703999999998;0.033758208000000005;0.038259712;0.048011264;0.03750912;0.031257599999999996;0.028507136;0.020254719999999997;0.019755008;0.017254400000000003;0.019755008;0.02175488;0.019505151999999998;0.021505023999999998;0.022255616;0.020755456;0.027506688;0.023755776000000003;0.023755776000000003;0.028006399999999997;0.026506239999999997;0.023005184;0.021005312;0.017254400000000003;0.018504704;0.014503936;0.006751232,135.64340536758752;66.23273940804279;54.377149539009;77.22146232892624;51.89262543077467;99.4621241898069;108.73335766802015;74.5213532446308;85.23643180608377;82.52121944100338;67.26214897567155;60.31098884695393;48.498933946384;53.13013537588995;63.84572696770908;58.90273042742058;60.329281527740704;51.34019174590992;58.47499364852831;56.005912109342944;65.76743515533417;63.089430629168135;67.52407445098049;71.66054660670136;68.8164848924464;69.33069008306859;63.434948822922024;56.85785656760743;52.79749604948722;55.55439642179073;58.25235461853083;46.35320233099583;52.264465132704004;56.010485110419495;63.764504204167;61.62186339872835;55.730534095288704;53.95251492309478;61.38944700038189,78.49641143992373;76.16577741753687;74.58473238642699;76.9886826592252;75.72084348360616;77.07777943991134;76.06745964934811;72.57410838034288;69.75235932004763;69.92201804196242;69.91805915071095;70.23464741980119;65.27207543932768;65.47688884422304;64.52270445556125;64.8432944734898;59.10023628352965;63.385409743455156;60.36780700130329;59.553615768932154;55.766294431747184;56.86151648140152;56.78719119761561;53.98563538198041;50.864300639446824;52.587447977436355;50.895644640090445;51.541067330225516;50.843926391521094;51.48769515239988;52.76772059294116;50.29931849501184;49.014550775953104;49.78556607000452;50.72547418309608;55.024860325231046;58.2837172703848;62.31061321749919;72.65627942485855,6.80,74.29,28.68,-,-,-,-,-,-,-,-,-,-,-,-,1011.3000000000001,embedded
4.01,-0.15,82.4,1746690000,-,-,-,-,-,-,-,12.5910667,-81.6879167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.01,-0.15,81.6,1746684600,0.461,6.4,2.941,58.75,64.349,59.287,58.577,12.59108,-81.68792,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,0.034213;0.043011;0.014663;-0.037146;-0.048876;0.010753;-0.052786;-0.181818;-0.219941;-0.296188;-0.316716;-0.257087;-0.255132;-0.315738;-0.222874;-0.330401;-0.492669;-0.478983;-0.40176;-0.491691;-0.628543;-0.57087;-0.550342;-0.577713;-0.572825;-0.553275;-0.568915;-0.531769;-0.446725;-0.568915;-0.542522;-0.488759;-0.533724;-0.475073;-0.493646;-0.495601;-0.407625;-0.403715;-0.135875,0.090909;-0.018573;-0.136852;-0.072336;0.02346;-0.009775;-0.064516;-0.100684;-0.073314;-0.061584;-0.02737;-0.089932;-0.173998;-0.191593;-0.067449;-0.060606;-0.200391;-0.189638;-0.219941;-0.284457;-0.208211;-0.193548;-0.278592;-0.242424;-0.285435;-0.316716;-0.344086;-0.388074;-0.460411;-0.446725;-0.376344;-0.387097;-0.378299;-0.410557;-0.339198;-0.231672;-0.269795;-0.146628;-0.087977,0.186706;0.221896;0.188661;0.049853;0.167155;0.134897;0.121212;0.288368;0.31085;0.307918;0.236559;0.108504;0.075269;0.202346;0.189638;0.238514;0.274682;0.30694;0.175953;0.134897;0.327468;0.191593;0.115347;0.216031;0.181818;0.038123;0.032258;0.033236;-0.102639;0.121212;0.045943;-0.056696;0.074291;0.043988;0.14956;0.269795;0.115347;0.211144;0.284457,0.202346;0.294233;0.363636;0.363636;0.309873;0.321603;0.292278;0.217009;0.209189;0.222874;0.281525;0.396872;0.376344;0.43304;0.443793;0.328446;0.304008;0.227762;0.274682;0.298143;0.139785;0.065494;0.162268;0.128055;0.111437;0.240469;0.30694;0.347996;0.343109;0.465298;0.31085;0.274682;0.333333;0.323558;0.374389;0.253177;0.336266;0.255132;0.142718,0.005751808;0.008252416;0.007501824;0.004000768;0.003750912;0.002000896;0.0027504639999999998;0.003750912;0.006251520000000001;0.006501376;0.011502592;0.022255616;0.038259712;0.046261248;0.035508224000000005;0.03425792;0.036258816000000006;0.030257152000000002;0.025006080000000003;0.027256831999999998;0.03275776;0.030757888000000004;0.029256703999999998;0.032258048000000004;0.031507456;0.031257599999999996;0.035258368;0.033508352;0.031007744;0.039259136;0.034758656000000006;0.030757888000000004;0.02975744;0.030507008;0.027256831999999998;0.021505023999999998;0.017504256000000003;0.017254400000000003;0.006251520000000001,200.6234957663586;293.3556414111514;353.88437817144245;27.1814160119161;115.64054850076684;312.2723629174984;39.289503584643455;61.02395797488157;71.56497302554624;78.254300481678;85.0608775655611;70.71957378950026;55.7063223980287;58.75020182629146;73.16245920103404;79.60569242770214;67.86617743076442;68.40049486054056;61.30177482137486;59.949417502786446;71.67204418394311;71.2712643865375;63.15073122761976;67.23576113282087;63.51322032969324;60.21150970545631;58.83399346491319;53.87880651398439;44.13564167803088;51.860190658891725;55.25120517422414;51.620785303354296;54.671312360621414;49.16649891900545;55.50595182156508;64.94594789695782;56.50059640575495;70.03913994101481;57.077555872801554,76.99266049849297;79.10761752161157;75.24594794418906;77.66416234150996;78.80139529015;80.43756293095223;77.5777779725856;72.11833237123948;71.01726813087164;67.67101675884288;66.92105683557358;69.11862337420605;67.36499871082933;64.34897700008375;70.9701808666295;66.03131438382155;55.44005572122287;56.42063318609011;59.65241448856751;53.25453196797812;47.09897784615295;51.06799472304846;50.15665022380489;49.51923258884817;48.616995620693224;48.78475387987461;46.90732953460863;47.36418574687648;48.51467375853537;42.61938277318129;47.22810149276241;49.71994812364803;47.648924182595216;49.42773620730372;51.31409101599361;54.53185183373635;57.93266070254929;61.20102074164973;74.1810995281421,6.40,342.86,28.74,-,-,-,-,-,-,-,-,-,-,-,-,1012,embedded
4.01,-0.15,81.6,1746682800,-,-,-,-,-,-,-,12.5910833,-81.6879167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.01,-0.15,80,1746677400,0.462,6.4,2.892,60.917,63.901,63.004,59.61,12.59110,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.15347;-0.128055;-0.074291;-0.109482;-0.068426;-0.035191;-0.096774;-0.081134;-0.132942;-0.227761;-0.29912;-0.296188;-0.258064;-0.330401;-0.387097;-0.304008;-0.322581;-0.447703;-0.431085;-0.420332;-0.514174;-0.488759;-0.507331;-0.500489;-0.522972;-0.512219;-0.509286;-0.474096;-0.472141;-0.485826;-0.536657;-0.521994;-0.587488;-0.500489;-0.505376;-0.491691;-0.445748;-0.464321;-0.194526,-0.096774;-0.045943;0.074291;-0.031281;0.068426;0.043011;-0.017595;-0.013685;-0.034213;0.000978;-0.057673;-0.170088;-0.151515;-0.183773;-0.154448;-0.102639;-0.140762;-0.216031;-0.211144;-0.26002;-0.13001;-0.12219;-0.067449;-0.207234;-0.260997;-0.285435;-0.343108;-0.374389;-0.374389;-0.43304;-0.342131;-0.307918;-0.297165;-0.345064;-0.296188;-0.231672;-0.212121;-0.144673;-0.056696,0.174976;0.208211;0.100684;0.185728;0.174976;0.188661;0.236559;0.241447;0.300098;0.362659;0.28739;0.142718;0.005865;0.016618;0.148583;0.014663;0.018573;0.193548;0.198436;0.123167;0.134897;0.113392;0.119257;0.043011;0.156403;0.123167;0.101662;0.029326;0.020528;0.083089;0.095797;0.076246;0.234604;0.045943;0.217986;0.278592;0.307918;0.431085;0.386119,0.183773;0.243402;0.190616;0.244379;0.201369;0.222874;0.209189;0.140762;0.067449;0.15738;0.225806;0.362659;0.314761;0.178886;0.190616;0.308895;0.250244;0.322581;0.342131;0.218964;0.086022;-0.084066;-0.158358;0.030303;0.081134;0.140762;0.27175;0.233627;0.241447;0.298143;0.257087;0.208211;0.213099;0.192571;0.257087;0.261975;0.221896;0.202346;0.182796,0.000750592;0.0032511999999999997;0.00300032;0.0032511999999999997;0.0027504639999999998;0.0032511999999999997;0.002500608;0.003750912;0.005001216;0.006751232;0.012752896000000001;0.02975744;0.05326336;0.055763968000000004;0.048262144;0.033258496;0.033758208000000005;0.029507584000000003;0.024255488000000002;0.025255935999999996;0.025006080000000003;0.024255488000000002;0.023755776000000003;0.025006080000000003;0.026756095999999997;0.031007744;0.032507904000000004;0.030507008;0.031757311999999996;0.035759104;0.034758656000000006;0.029256703999999998;0.032008192000000005;0.029006848000000002;0.024255488000000002;0.02200576;0.020254719999999997;0.017004543999999996;0.0070021120000000004,57.76558619801068;70.26325585623499;135;74.05439674007891;135;140.71044805550957;79.69530983451057;80.4259458459801;75.56794300815977;90.24602512269755;79.08678224463904;60.13310619349335;59.5818760450984;60.91666318434363;68.2484732763707;71.3443196690913;66.42538603455;64.24120606898578;63.90454084029261;58.2588061531651;75.81005674965195;75.96372894923974;82.4270103054181;67.507361379298;63.47782395034125;60.871179914560116;56.03169453855685;51.70219275197263;51.58698496982913;48.28785109692012;57.48156610493345;59.46415523972382;63.16865985953518;55.41553429880145;59.626518864331615;64.77140703056523;64.55132080600094;72.69402579055793;73.75085744071896,73.31021893828547;75.315200565219;76.65381596615731;76.27602229189156;77.00821432955398;78.74479185159097;76.94033823177227;77.6234102350404;75.26171596834456;71.20539586118105;67.56874541878769;65.7504330727465;67.82932498773573;63.90107928708859;61.880967262906445;66.77517715145683;65.22891507013169;57.46175685099025;58.42951931969093;57.623923781160535;55.529276189061754;57.07756516713355;56.61594314231197;54.85474314181247;52.23150968030591;52.11208178230761;50.33682015457159;50.98372852576349;51.08234619037492;47.88175014956262;48.85695423322106;50.858157856143826;47.360527749312546;50.73746518492555;52.150182947250656;54.74451919762718;57.65867461161119;58.07330136206775;72.35529891063915,7.20,74.29,28.76,-,-,-,-,-,-,-,-,-,-,-,-,1012.1,embedded
4.01,-0.15,80,1746675600,-,-,-,-,-,-,-,12.5911000,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
